session_id,started_at,duration_seconds,total_frames,face_present_pct,blink_count,yawn_count,nod_count,on_screen_pct,avg_engagement,min_engagement,max_engagement,engagement_label,top_expression,speaking_pct
20260917_165603,2026-09-17T16:56:03,53.8,1462,100.0,17,1,2,99.6,81.3,59.5,87.0,High,Neutral,15.5
